trip_id,user_id,driver_id,city,state,request_time,pickup_time,dropoff_time,distance_km,base_fare,surge_multiplier,surge_amount,discount,tolls,fare_total,ride_category,payment_method,status,wait_time_min,trip_time_min,rating,vehicle
3473,user_15,driver_356,Rio de Janeiro,SP,2024-07-03 12:19:00,2024-07-03 12:26:00,2024-07-03 12:41:00,16.91,45.72,1.5,22.86,4.38,3.82,68.02,Uber Comfort,Pix,Concluída,7,15,4.9,Onix
3474,user_75,driver_351,Porto Alegre,BA,2024-08-29 04:37:00,2024-08-29 04:48:00,2024-08-29 05:30:00,10.71,26.09,1.5,13.04,4.81,2.52,36.84,Uber Comfort,Cartão,Cancelada,11,42,4.8,Kwid
3475,user_182,driver_303,Brasília,BA,2024-07-06 11:59:00,2024-07-06 12:01:00,2024-07-06 12:40:00,17.89,49.46,1.5,24.73,2.0,1.37,73.56,Uber Black,Dinheiro,Concluída,2,39,4.4,Creta
3476,user_1022,driver_369,Belo Horizonte,BA,2024-06-29 22:44:00,2024-06-29 22:46:00,2024-06-29 23:27:00,8.23,18.1,1.0,0.0,1.04,8.58,25.64,Uber Black,Cartão,Concluída,2,41,4.6,Compass
3477,user_262,driver_507,Belo Horizonte,MG,2024-12-16 03:16:00,2024-12-16 03:28:00,2024-12-16 04:01:00,24.55,53.7,1.0,0.0,3.01,8.46,59.15,Uber Black,Cartão,Concluída,12,33,3.5,Onix
3478,user_960,driver_65,Curitiba,PE,2024-09-30 08:51:00,2024-09-30 08:54:00,2024-09-30 09:11:00,29.83,55.66,2.0,55.66,1.97,0.93,110.28,UberX,Dinheiro,Cancelada,3,17,4.7,Compass
3479,user_309,driver_593,Recife,RS,2024-11-15 00:30:00,2024-11-15 00:38:00,2024-11-15 00:59:00,2.71,6.21,2.0,6.21,0.57,5.11,16.96,Uber Black,Dinheiro,Concluída,8,21,3.4,Kwid
3480,user_595,driver_194,Rio de Janeiro,PR,2024-09-04 02:33:00,2024-09-04 02:45:00,2024-09-04 02:55:00,9.71,20.35,2.0,20.35,3.3,3.14,40.54,Uber Black,Cartão,Concluída,12,10,4.8,Onix
3481,user_414,driver_79,Brasília,BA,2024-12-23 19:23:00,2024-12-23 19:38:00,2024-12-23 19:47:00,24.27,52.29,2.0,52.29,4.34,1.26,101.5,Uber Comfort,Dinheiro,Concluída,15,9,3.0,Renegade
3482,user_1009,driver_551,Salvador,DF,2024-07-15 12:05:00,2024-07-15 12:18:00,2024-07-15 12:31:00,6.8,15.31,1.0,0.0,4.01,6.69,17.99,Uber Black,Dinheiro,Concluída,13,13,4.4,HB20
3483,user_648,driver_169,Curitiba,PE,2024-04-07 05:44:00,2024-04-07 05:46:00,2024-04-07 06:20:00,19.88,29.87,2.0,29.87,4.16,6.46,62.04,Uber Black,Pix,Concluída,2,34,3.2,Renegade
3484,user_528,driver_378,Belo Horizonte,DF,2024-09-27 11:05:00,2024-09-27 11:08:00,2024-09-27 11:40:00,22.86,59.99,1.0,0.0,2.14,1.74,59.59,UberX,Cartão,Cancelada,3,32,3.3,Corolla
3485,user_1046,driver_532,Salvador,MG,2024-03-29 08:10:00,2024-03-29 08:21:00,2024-03-29 09:00:00,29.21,83.66,1.0,0.0,0.74,1.94,84.86,Uber Black,Cartão,Concluída,11,39,4.6,Creta
3486,user_751,driver_296,São Paulo,RJ,2024-08-26 19:57:00,2024-08-26 20:06:00,2024-08-26 20:53:00,15.01,35.43,1.0,0.0,1.4,2.32,36.35,Uber Black,Dinheiro,Concluída,9,47,5.0,Gol
3487,user_885,driver_411,Curitiba,BA,2024-08-12 21:17:00,2024-08-12 21:26:00,2024-08-12 22:05:00,7.39,12.2,2.0,12.2,2.23,6.34,28.51,Uber Black,Cartão,Cancelada,9,39,3.9,Compass
3488,user_962,driver_138,Brasília,SP,2024-03-18 10:08:00,2024-03-18 10:12:00,2024-03-18 10:37:00,28.44,69.97,1.0,0.0,2.63,7.82,75.16,Uber Black,Cartão,Cancelada,4,25,3.3,Compass
3489,user_1197,driver_453,Recife,MG,2024-03-16 08:18:00,2024-03-16 08:31:00,2024-03-16 09:15:00,25.05,55.26,1.5,27.63,4.06,7.98,86.81,UberX,Dinheiro,Concluída,13,44,3.6,Corolla
3490,user_1192,driver_445,Salvador,RJ,2024-05-04 07:28:00,2024-05-04 07:33:00,2024-05-04 08:18:00,2.79,6.38,1.5,3.19,0.48,2.64,11.73,Uber Comfort,Pix,Concluída,5,45,4.7,Kwid
3491,user_335,driver_276,Porto Alegre,DF,2024-06-11 06:00:00,2024-06-11 06:04:00,2024-06-11 07:00:00,7.25,16.43,1.0,0.0,3.11,9.82,23.14,UberX,Pix,Em andamento,4,56,4.6,Corolla
3492,user_232,driver_337,Porto Alegre,BA,2024-05-02 00:20:00,2024-05-02 00:30:00,2024-05-02 00:43:00,8.62,23.4,2.0,23.4,1.13,0.97,46.64,Uber Comfort,Dinheiro,Concluída,10,13,3.2,HB20
3493,user_255,driver_481,São Paulo,PR,2024-03-04 11:23:00,2024-03-04 11:29:00,2024-03-04 12:24:00,5.27,8.05,1.0,0.0,1.78,9.98,16.25,Uber Black,Dinheiro,Concluída,6,55,3.3,Onix
3494,user_156,driver_504,Salvador,SP,2024-06-02 14:42:00,2024-06-02 14:53:00,2024-06-02 14:58:00,28.2,56.63,1.0,0.0,0.74,0.01,55.9,Uber Comfort,Pix,Cancelada,11,5,3.4,Civic
3495,user_167,driver_190,Rio de Janeiro,BA,2024-09-16 08:42:00,2024-09-16 08:51:00,2024-09-16 09:48:00,10.66,16.35,2.0,16.35,1.26,6.57,38.01,Uber Comfort,Dinheiro,Concluída,9,57,3.6,Creta
3496,user_146,driver_63,São Paulo,MG,2024-06-16 02:21:00,2024-06-16 02:31:00,2024-06-16 03:22:00,8.46,16.88,1.0,0.0,0.84,1.41,17.45,Uber Comfort,Cartão,Concluída,10,51,4.8,Corolla
3497,user_997,driver_583,Rio de Janeiro,MG,2024-08-31 15:47:00,2024-08-31 15:50:00,2024-08-31 16:45:00,1.97,3.5,1.5,1.75,1.54,0.48,4.19,UberX,Dinheiro,Concluída,3,55,3.9,Creta
3498,user_647,driver_309,Porto Alegre,DF,2024-01-08 11:48:00,2024-01-08 11:52:00,2024-01-08 11:58:00,19.0,37.27,1.0,0.0,2.4,1.04,35.91,Uber Comfort,Cartão,Concluída,4,6,3.0,Kwid
3499,user_127,driver_13,Brasília,DF,2024-07-17 15:07:00,2024-07-17 15:10:00,2024-07-17 15:30:00,21.87,41.82,2.0,41.82,1.41,0.35,82.58,Uber Black,Dinheiro,Concluída,3,20,4.6,Corolla
3500,user_640,driver_83,Recife,MG,2024-08-06 02:16:00,2024-08-06 02:21:00,2024-08-06 02:50:00,17.37,47.99,2.0,47.99,1.22,1.9,96.66,Uber Black,Cartão,Concluída,5,29,3.3,Gol
3501,user_190,driver_80,Porto Alegre,MG,2024-08-02 03:37:00,2024-08-02 03:42:00,2024-08-02 03:49:00,21.95,48.57,1.0,0.0,4.69,8.97,52.85,Uber Black,Cartão,Cancelada,5,7,4.2,Renegade
3502,user_27,driver_308,São Paulo,DF,2024-08-26 18:40:00,2024-08-26 18:55:00,2024-08-26 19:51:00,15.51,33.99,1.5,17.0,4.25,9.13,55.87,Uber Comfort,Cartão,Concluída,15,56,4.8,Gol
3503,user_856,driver_249,Brasília,MG,2024-04-10 20:49:00,2024-04-10 20:52:00,2024-04-10 21:17:00,8.44,14.87,2.0,14.87,0.75,8.32,37.31,Uber Comfort,Cartão,Concluída,3,25,5.0,Corolla
3504,user_762,driver_593,Recife,PR,2024-06-11 13:57:00,2024-06-11 14:04:00,2024-06-11 14:33:00,24.5,69.93,1.0,0.0,2.67,2.53,69.79,UberX,Cartão,Concluída,7,29,4.8,Creta
3505,user_940,driver_500,Curitiba,RJ,2024-09-28 19:15:00,2024-09-28 19:17:00,2024-09-28 20:13:00,6.0,14.1,1.5,7.05,1.15,7.81,27.81,Uber Black,Dinheiro,Em andamento,2,56,3.8,Gol
3506,user_529,driver_122,Recife,RJ,2024-06-19 14:45:00,2024-06-19 14:57:00,2024-06-19 15:19:00,15.28,25.15,2.0,25.15,1.27,4.03,53.06,Uber Black,Pix,Cancelada,12,22,3.7,Corolla
3507,user_734,driver_29,Curitiba,SP,2024-01-29 21:53:00,2024-01-29 22:04:00,2024-01-29 23:02:00,7.41,12.3,1.5,6.15,1.62,0.14,16.97,Uber Comfort,Dinheiro,Concluída,11,58,3.5,Civic
3508,user_977,driver_263,Brasília,DF,2024-01-29 23:45:00,2024-01-29 23:55:00,2024-01-30 00:12:00,1.58,3.2,1.5,1.6,0.48,6.94,11.26,UberX,Cartão,Cancelada,10,17,4.2,Compass
3509,user_135,driver_86,São Paulo,SP,2024-10-03 23:03:00,2024-10-03 23:10:00,2024-10-03 23:58:00,24.03,71.22,2.0,71.22,1.68,4.21,144.97,Uber Comfort,Pix,Cancelada,7,48,3.7,Kwid
3510,user_650,driver_371,Porto Alegre,SP,2024-02-22 02:40:00,2024-02-22 02:47:00,2024-02-22 03:21:00,18.23,33.62,1.0,0.0,1.97,0.28,31.93,Uber Black,Pix,Concluída,7,34,3.8,Compass
3511,user_236,driver_362,Curitiba,SP,2024-09-16 19:32:00,2024-09-16 19:46:00,2024-09-16 20:40:00,22.57,66.18,2.0,66.18,3.75,9.64,138.25,Uber Black,Cartão,Concluída,14,54,4.5,Renegade
3512,user_710,driver_483,São Paulo,RS,2024-06-05 04:37:00,2024-06-05 04:44:00,2024-06-05 05:13:00,23.33,41.72,1.5,20.86,4.29,0.98,59.27,Uber Comfort,Pix,Concluída,7,29,4.6,Compass
3513,user_655,driver_252,Brasília,RJ,2024-06-24 01:40:00,2024-06-24 01:55:00,2024-06-24 02:37:00,23.39,68.32,1.0,0.0,0.63,0.36,68.05,Uber Comfort,Dinheiro,Concluída,15,42,3.7,Corolla
3514,user_660,driver_434,Belo Horizonte,RS,2024-01-06 10:38:00,2024-01-06 10:41:00,2024-01-06 11:12:00,1.98,3.7,1.0,0.0,4.75,1.23,0.18,Uber Black,Dinheiro,Concluída,3,31,4.1,Argo
3515,user_946,driver_371,São Paulo,PE,2024-11-27 14:56:00,2024-11-27 14:57:00,2024-11-27 15:23:00,28.92,59.42,1.0,0.0,0.41,1.84,60.85,Uber Comfort,Dinheiro,Concluída,1,26,3.7,Gol
3516,user_573,driver_519,Porto Alegre,MG,2024-05-06 07:58:00,2024-05-06 08:09:00,2024-05-06 08:21:00,27.6,71.88,2.0,71.88,0.16,2.41,146.01,Uber Comfort,Cartão,Concluída,11,12,4.8,Civic
3517,user_487,driver_229,Rio de Janeiro,RJ,2024-02-15 15:29:00,2024-02-15 15:33:00,2024-02-15 16:30:00,24.4,68.67,1.0,0.0,3.9,9.69,74.46,Uber Comfort,Dinheiro,Concluída,4,57,4.2,Renegade
3518,user_1147,driver_495,Rio de Janeiro,SP,2024-05-20 04:42:00,2024-05-20 04:51:00,2024-05-20 05:15:00,11.36,19.65,1.5,9.82,3.98,7.53,33.02,Uber Black,Cartão,Concluída,9,24,4.4,HB20
3519,user_67,driver_325,Brasília,SP,2024-12-02 16:14:00,2024-12-02 16:29:00,2024-12-02 17:11:00,10.26,28.68,1.5,14.34,4.79,3.8,42.03,UberX,Pix,Concluída,15,42,3.8,Kwid
3520,user_91,driver_64,Recife,PR,2024-01-12 01:25:00,2024-01-12 01:29:00,2024-01-12 02:04:00,10.49,30.81,1.0,0.0,3.06,7.18,34.93,Uber Comfort,Pix,Cancelada,4,35,3.9,Onix
3521,user_1086,driver_3,Rio de Janeiro,SP,2024-12-18 22:25:00,2024-12-18 22:36:00,2024-12-18 22:54:00,21.94,57.61,1.0,0.0,3.04,4.15,58.72,Uber Comfort,Dinheiro,Cancelada,11,18,4.9,Renegade
3522,user_600,driver_501,Rio de Janeiro,RJ,2024-11-13 02:30:00,2024-11-13 02:40:00,2024-11-13 03:08:00,8.14,19.1,1.0,0.0,2.21,5.72,22.61,Uber Black,Dinheiro,Em andamento,10,28,4.1,HB20
3523,user_566,driver_444,Recife,PR,2024-10-18 20:45:00,2024-10-18 20:58:00,2024-10-18 21:33:00,19.24,43.71,1.0,0.0,0.23,0.9,44.38,Uber Comfort,Pix,Concluída,13,35,4.7,Gol
3524,user_97,driver_112,São Paulo,DF,2024-12-21 07:23:00,2024-12-21 07:29:00,2024-12-21 07:36:00,21.09,48.58,1.0,0.0,4.39,3.54,47.73,Uber Comfort,Pix,Concluída,6,7,3.5,Corolla
3525,user_1045,driver_389,Brasília,PE,2024-11-12 03:53:00,2024-11-12 04:02:00,2024-11-12 04:58:00,15.75,31.78,2.0,31.78,1.6,0.35,62.31,Uber Comfort,Dinheiro,Concluída,9,56,4.1,Civic
3526,user_195,driver_513,Recife,PE,2024-11-15 14:47:00,2024-11-15 14:58:00,2024-11-15 15:08:00,8.0,14.18,1.0,0.0,1.44,9.16,21.9,UberX,Pix,Cancelada,11,10,4.1,Civic
3527,user_1190,driver_564,Curitiba,DF,2024-10-23 03:27:00,2024-10-23 03:32:00,2024-10-23 03:55:00,11.0,32.41,2.0,32.41,3.69,9.44,70.57,UberX,Cartão,Concluída,5,23,4.6,Gol
3528,user_517,driver_591,São Paulo,PE,2024-10-27 01:04:00,2024-10-27 01:11:00,2024-10-27 02:03:00,25.23,75.55,2.0,75.55,3.56,0.19,147.73,Uber Comfort,Pix,Concluída,7,52,3.1,HB20
3529,user_182,driver_551,Curitiba,MG,2024-05-30 11:31:00,2024-05-30 11:38:00,2024-05-30 11:55:00,19.22,56.69,1.0,0.0,0.67,5.91,61.93,Uber Black,Dinheiro,Concluída,7,17,4.2,Kwid
3530,user_17,driver_222,Recife,RS,2024-05-15 12:24:00,2024-05-15 12:30:00,2024-05-15 13:15:00,3.21,4.86,2.0,4.86,3.22,1.81,8.31,Uber Comfort,Cartão,Concluída,6,45,4.1,Argo
3531,user_660,driver_190,Brasília,DF,2024-09-07 04:47:00,2024-09-07 04:50:00,2024-09-07 05:27:00,22.07,43.37,1.0,0.0,4.76,5.27,43.88,Uber Comfort,Pix,Concluída,3,37,3.5,Kwid
3532,user_532,driver_207,Recife,MG,2024-08-06 06:32:00,2024-08-06 06:35:00,2024-08-06 07:17:00,20.87,57.75,1.0,0.0,3.89,7.08,60.94,Uber Black,Pix,Concluída,3,42,3.6,Argo
3533,user_855,driver_151,Belo Horizonte,DF,2024-04-18 20:28:00,2024-04-18 20:31:00,2024-04-18 21:29:00,3.61,8.36,2.0,8.36,4.78,8.52,20.46,Uber Comfort,Cartão,Concluída,3,58,4.4,Argo
3534,user_25,driver_491,Recife,BA,2024-09-17 03:27:00,2024-09-17 03:35:00,2024-09-17 03:53:00,20.6,41.31,1.0,0.0,4.95,5.97,42.33,Uber Black,Pix,Cancelada,8,18,3.2,Compass
3535,user_1091,driver_544,Curitiba,DF,2024-03-17 16:51:00,2024-03-17 16:57:00,2024-03-17 17:57:00,25.29,66.76,1.5,33.38,2.22,8.18,106.1,UberX,Cartão,Concluída,6,60,4.9,Creta
3536,user_479,driver_65,Recife,DF,2024-01-11 08:03:00,2024-01-11 08:15:00,2024-01-11 08:47:00,26.01,59.92,1.0,0.0,2.67,3.87,61.12,Uber Black,Pix,Cancelada,12,32,4.9,Renegade
3537,user_289,driver_35,Belo Horizonte,RS,2024-01-27 05:57:00,2024-01-27 06:00:00,2024-01-27 06:22:00,10.54,26.87,1.0,0.0,2.27,8.08,32.68,Uber Black,Dinheiro,Concluída,3,22,3.5,Compass
3538,user_62,driver_591,Recife,MG,2024-10-04 18:46:00,2024-10-04 18:56:00,2024-10-04 19:36:00,24.76,39.64,1.0,0.0,1.5,6.18,44.32,Uber Black,Pix,Cancelada,10,40,3.0,Renegade
3539,user_450,driver_394,São Paulo,MG,2024-08-24 22:42:00,2024-08-24 22:48:00,2024-08-24 23:45:00,26.06,66.58,1.0,0.0,4.73,1.36,63.21,Uber Comfort,Cartão,Concluída,6,57,3.1,Argo
3540,user_627,driver_72,Salvador,RJ,2024-03-02 17:54:00,2024-03-02 17:55:00,2024-03-02 18:31:00,1.75,4.38,1.0,0.0,3.8,0.49,1.07,Uber Comfort,Cartão,Concluída,1,36,3.3,Civic
3541,user_1053,driver_500,Curitiba,PR,2024-06-12 15:55:00,2024-06-12 15:57:00,2024-06-12 16:41:00,11.23,27.45,1.0,0.0,3.02,3.08,27.51,Uber Comfort,Cartão,Concluída,2,44,4.8,HB20
3542,user_433,driver_125,Porto Alegre,SP,2024-09-07 16:34:00,2024-09-07 16:44:00,2024-09-07 17:27:00,26.96,73.12,2.0,73.12,1.45,2.18,146.97,UberX,Cartão,Concluída,10,43,4.4,Creta
3543,user_619,driver_549,Recife,BA,2024-11-13 19:29:00,2024-11-13 19:36:00,2024-11-13 20:02:00,14.79,32.09,2.0,32.09,1.25,0.85,63.78,Uber Comfort,Pix,Concluída,7,26,4.5,Kwid
3544,user_205,driver_103,Recife,PE,2024-10-27 16:57:00,2024-10-27 17:02:00,2024-10-27 17:31:00,12.52,24.75,2.0,24.75,3.35,9.25,55.4,Uber Comfort,Pix,Concluída,5,29,3.1,Renegade
3545,user_416,driver_232,Rio de Janeiro,RJ,2024-11-16 18:18:00,2024-11-16 18:30:00,2024-11-16 19:15:00,17.76,28.13,1.0,0.0,2.4,3.07,28.8,Uber Comfort,Pix,Concluída,12,45,3.2,Creta
3546,user_303,driver_341,Curitiba,PE,2024-09-23 11:19:00,2024-09-23 11:22:00,2024-09-23 11:56:00,2.66,7.39,1.0,0.0,0.44,5.21,12.16,Uber Comfort,Dinheiro,Concluída,3,34,4.1,Civic
3547,user_23,driver_141,Rio de Janeiro,BA,2024-01-24 15:36:00,2024-01-24 15:46:00,2024-01-24 16:42:00,5.65,15.32,2.0,15.32,3.01,8.91,36.54,Uber Black,Dinheiro,Concluída,10,56,3.4,Argo
3548,user_1173,driver_67,Rio de Janeiro,BA,2024-06-27 00:58:00,2024-06-27 00:59:00,2024-06-27 01:56:00,22.99,64.37,1.0,0.0,2.91,1.49,62.95,Uber Black,Dinheiro,Concluída,1,57,4.8,Civic
3549,user_612,driver_422,Recife,MG,2024-06-23 09:48:00,2024-06-23 10:01:00,2024-06-23 10:57:00,4.92,14.69,1.0,0.0,0.57,5.32,19.44,Uber Comfort,Cartão,Concluída,13,56,4.6,Onix
3550,user_295,driver_300,Porto Alegre,BA,2024-03-24 18:18:00,2024-03-24 18:30:00,2024-03-24 18:48:00,11.02,20.59,1.5,10.29,4.43,5.41,31.86,Uber Comfort,Pix,Cancelada,12,18,5.0,Creta
3551,user_216,driver_143,Brasília,PE,2024-02-06 06:25:00,2024-02-06 06:39:00,2024-02-06 06:44:00,15.29,38.55,1.0,0.0,2.39,1.57,37.73,Uber Black,Cartão,Concluída,14,5,4.8,Civic
3552,user_442,driver_530,Curitiba,PE,2024-01-26 23:40:00,2024-01-26 23:45:00,2024-01-27 00:10:00,6.9,12.55,2.0,12.55,2.62,0.31,22.79,UberX,Cartão,Concluída,5,25,3.7,Argo
3553,user_603,driver_313,Brasília,PR,2024-09-28 17:15:00,2024-09-28 17:30:00,2024-09-28 18:10:00,11.6,22.27,1.0,0.0,0.54,4.32,26.05,Uber Comfort,Pix,Concluída,15,40,3.5,HB20
3554,user_50,driver_408,Belo Horizonte,DF,2024-05-28 10:49:00,2024-05-28 11:01:00,2024-05-28 11:46:00,15.12,43.46,1.0,0.0,3.78,7.86,47.54,Uber Comfort,Dinheiro,Concluída,12,45,3.4,Compass
3555,user_1062,driver_561,Recife,MG,2024-07-24 20:30:00,2024-07-24 20:39:00,2024-07-24 21:22:00,9.93,24.46,1.0,0.0,4.68,7.76,27.54,Uber Comfort,Cartão,Em andamento,9,43,3.8,HB20
3556,user_1154,driver_188,Belo Horizonte,RS,2024-11-04 18:11:00,2024-11-04 18:13:00,2024-11-04 18:44:00,29.35,61.05,1.0,0.0,0.9,2.55,62.7,Uber Black,Pix,Cancelada,2,31,3.5,HB20
3557,user_1078,driver_67,Curitiba,MG,2024-03-19 10:52:00,2024-03-19 11:01:00,2024-03-19 11:57:00,7.03,12.72,1.5,6.36,4.17,8.07,22.98,Uber Comfort,Cartão,Concluída,9,56,4.5,Kwid
3558,user_34,driver_452,Salvador,DF,2024-11-26 16:23:00,2024-11-26 16:35:00,2024-11-26 16:44:00,27.17,74.44,1.0,0.0,1.47,9.52,82.49,Uber Black,Cartão,Concluída,12,9,3.5,Onix
3559,user_407,driver_144,Porto Alegre,MG,2024-11-10 08:49:00,2024-11-10 08:56:00,2024-11-10 09:20:00,12.86,27.29,1.0,0.0,2.01,5.76,31.04,Uber Black,Pix,Concluída,7,24,3.5,Corolla
3560,user_1007,driver_227,Recife,DF,2024-01-29 20:29:00,2024-01-29 20:33:00,2024-01-29 21:25:00,14.02,28.77,1.0,0.0,4.6,2.11,26.28,Uber Black,Pix,Concluída,4,52,3.1,Onix
3561,user_605,driver_453,Porto Alegre,BA,2024-08-29 12:15:00,2024-08-29 12:27:00,2024-08-29 12:45:00,21.04,43.44,1.5,21.72,0.75,0.64,65.05,Uber Comfort,Cartão,Concluída,12,18,4.4,Renegade
3562,user_669,driver_546,Brasília,RS,2024-05-21 04:27:00,2024-05-21 04:40:00,2024-05-21 05:01:00,13.77,35.13,1.5,17.57,0.5,5.96,58.16,UberX,Pix,Concluída,13,21,4.4,Argo
3563,user_1164,driver_271,Porto Alegre,DF,2024-01-09 12:22:00,2024-01-09 12:28:00,2024-01-09 13:12:00,24.87,71.58,1.0,0.0,3.64,9.6,77.54,Uber Black,Pix,Concluída,6,44,3.1,Creta
3564,user_1148,driver_205,Rio de Janeiro,RS,2024-09-13 18:09:00,2024-09-13 18:23:00,2024-09-13 18:28:00,4.49,7.71,2.0,7.71,2.95,0.49,12.96,Uber Comfort,Cartão,Concluída,14,5,3.4,Argo
3565,user_703,driver_574,Porto Alegre,DF,2024-03-16 04:30:00,2024-03-16 04:42:00,2024-03-16 04:53:00,1.26,2.99,1.5,1.5,3.72,5.6,6.37,Uber Comfort,Cartão,Cancelada,12,11,4.1,Creta
3566,user_580,driver_375,Belo Horizonte,BA,2024-03-25 18:54:00,2024-03-25 19:01:00,2024-03-25 19:35:00,3.92,10.7,1.0,0.0,0.4,8.14,18.44,UberX,Pix,Concluída,7,34,4.4,Compass
3567,user_618,driver_440,Salvador,RJ,2024-04-22 18:39:00,2024-04-22 18:46:00,2024-04-22 19:25:00,8.88,24.01,1.5,12.01,4.89,3.79,34.92,Uber Black,Dinheiro,Concluída,7,39,3.1,Renegade
3568,user_7,driver_99,São Paulo,RJ,2024-04-06 06:59:00,2024-04-06 07:01:00,2024-04-06 07:11:00,23.15,66.09,1.0,0.0,4.98,9.3,70.41,Uber Black,Dinheiro,Cancelada,2,10,4.7,HB20
3569,user_341,driver_449,Belo Horizonte,RS,2024-03-29 23:47:00,2024-03-29 23:51:00,2024-03-30 00:48:00,26.31,75.55,1.5,37.77,2.79,8.07,118.6,Uber Black,Dinheiro,Concluída,4,57,4.8,Corolla
3570,user_789,driver_49,Curitiba,PE,2024-06-29 08:18:00,2024-06-29 08:28:00,2024-06-29 08:43:00,26.44,51.27,1.0,0.0,2.64,2.45,51.08,UberX,Pix,Concluída,10,15,4.6,Argo
3571,user_675,driver_322,Rio de Janeiro,PE,2024-03-26 02:17:00,2024-03-26 02:25:00,2024-03-26 02:44:00,21.37,32.16,2.0,32.16,4.5,3.49,63.31,Uber Comfort,Cartão,Concluída,8,19,4.9,Gol
3572,user_1001,driver_240,São Paulo,PR,2024-01-19 16:37:00,2024-01-19 16:47:00,2024-01-19 17:06:00,7.45,13.88,1.0,0.0,0.41,8.09,21.56,Uber Black,Cartão,Concluída,10,19,4.0,Corolla
3573,user_342,driver_363,Brasília,RJ,2024-10-10 05:26:00,2024-10-10 05:31:00,2024-10-10 05:51:00,17.09,37.58,1.5,18.79,0.26,8.38,64.49,UberX,Cartão,Concluída,5,20,4.8,Argo
3574,user_100,driver_110,Brasília,BA,2024-05-15 09:43:00,2024-05-15 09:46:00,2024-05-15 10:16:00,24.5,61.77,1.5,30.89,0.51,7.49,99.64,Uber Comfort,Dinheiro,Concluída,3,30,3.7,Renegade
3575,user_934,driver_311,Curitiba,RS,2024-02-12 19:22:00,2024-02-12 19:32:00,2024-02-12 20:11:00,4.32,9.79,1.0,0.0,2.99,0.29,7.09,Uber Comfort,Cartão,Concluída,10,39,4.5,Argo
3576,user_1139,driver_149,São Paulo,SP,2024-05-02 23:54:00,2024-05-03 00:00:00,2024-05-03 00:47:00,21.69,37.77,1.0,0.0,0.37,0.87,38.27,Uber Comfort,Pix,Concluída,6,47,3.3,Civic
3577,user_1049,driver_430,Rio de Janeiro,SP,2024-11-12 02:09:00,2024-11-12 02:17:00,2024-11-12 03:02:00,24.41,54.52,1.0,0.0,1.74,9.52,62.3,Uber Comfort,Pix,Cancelada,8,45,3.7,Renegade
3578,user_1030,driver_463,Porto Alegre,PE,2024-04-09 07:09:00,2024-04-09 07:24:00,2024-04-09 07:32:00,28.43,54.6,1.0,0.0,1.23,7.82,61.19,UberX,Pix,Cancelada,15,8,3.6,Creta
3579,user_537,driver_413,Salvador,PR,2024-01-11 09:21:00,2024-01-11 09:33:00,2024-01-11 10:12:00,9.29,21.49,2.0,21.49,0.26,4.39,47.11,Uber Black,Pix,Concluída,12,39,3.8,Onix
3580,user_598,driver_142,Recife,MG,2024-01-21 01:51:00,2024-01-21 01:59:00,2024-01-21 02:23:00,15.22,44.06,1.0,0.0,2.57,8.28,49.77,Uber Comfort,Pix,Concluída,8,24,3.4,HB20
3581,user_1017,driver_211,Recife,RJ,2024-08-29 02:08:00,2024-08-29 02:14:00,2024-08-29 02:47:00,1.49,3.49,1.0,0.0,4.95,7.87,6.41,UberX,Pix,Concluída,6,33,4.0,HB20
3582,user_704,driver_228,Curitiba,SP,2024-06-06 05:25:00,2024-06-06 05:35:00,2024-06-06 05:40:00,28.87,46.36,2.0,46.36,3.69,6.45,95.48,Uber Comfort,Cartão,Concluída,10,5,3.7,Gol
3583,user_1106,driver_7,Recife,DF,2024-05-17 01:59:00,2024-05-17 02:04:00,2024-05-17 02:48:00,28.7,78.03,1.0,0.0,0.28,0.12,77.87,Uber Black,Cartão,Concluída,5,44,3.9,Onix
3584,user_1131,driver_134,Brasília,PR,2024-04-03 09:33:00,2024-04-03 09:46:00,2024-04-03 10:24:00,22.73,58.03,1.0,0.0,1.76,7.83,64.1,Uber Black,Pix,Concluída,13,38,4.0,Gol
3585,user_448,driver_216,Curitiba,PE,2024-05-10 16:45:00,2024-05-10 16:50:00,2024-05-10 17:09:00,8.58,13.24,2.0,13.24,1.46,1.44,26.46,Uber Black,Cartão,Concluída,5,19,4.0,Creta
3586,user_718,driver_197,Recife,PE,2024-03-01 21:41:00,2024-03-01 21:53:00,2024-03-01 22:01:00,4.69,9.71,1.0,0.0,3.74,5.17,11.14,Uber Comfort,Dinheiro,Concluída,12,8,5.0,Kwid
3587,user_599,driver_581,Brasília,BA,2024-06-05 07:54:00,2024-06-05 08:03:00,2024-06-05 08:24:00,9.41,15.58,1.0,0.0,1.34,9.91,24.15,Uber Comfort,Dinheiro,Concluída,9,21,3.5,Creta
3588,user_98,driver_395,Rio de Janeiro,SP,2024-12-23 21:08:00,2024-12-23 21:14:00,2024-12-23 21:50:00,3.22,7.86,1.0,0.0,4.01,7.46,11.31,Uber Comfort,Pix,Concluída,6,36,3.3,Argo
3589,user_691,driver_184,Curitiba,MG,2024-02-21 09:47:00,2024-02-21 10:01:00,2024-02-21 10:11:00,3.28,5.27,1.5,2.63,2.99,9.0,13.91,Uber Black,Cartão,Concluída,14,10,3.6,HB20
